userid,credit_type_id,regularity,credit_rate,issuance_date,expire_date
3247058444,695230106142,42,30,2010-06-08,2013-01-17
6396818875,868215656555,296,27,2019-01-15,2028-04-09
7455717339,399961743647,14,5,2014-12-24,2025-01-07
4085728117,457340169733,9,28,2011-04-01,2013-04-01
8474554905,615347506720,79,9,2017-11-19,2024-08-28
1297796797,580775435499,182,23,2012-04-22,2014-09-13
9106316909,426378997322,281,3,2011-07-26,2013-12-17
9204433064,876426964027,112,23,2014-01-02,2025-02-10
4318364533,381079461630,275,7,2016-05-04,2020-01-27
3636187923,455342419644,107,4,2017-11-05,2024-08-11
8997522929,647392270924,88,10,2017-05-20,2025-10-14
2972975609,902665634690,356,8,2011-07-23,2013-12-27
5528280462,164558380822,174,14,2010-12-17,2015-07-18
7297750582,837031660717,218,9,2008-02-22,2008-03-18
5202621042,641561283890,34,27,2014-01-17,2020-10-30
7939940745,496675235901,100,21,2013-06-02,2019-03-20
1046904754,544327629909,161,8,2015-12-31,2017-07-13
5657645986,254589629632,146,26,2012-05-05,2019-05-09
9707630083,208708373163,348,13,2014-11-13,2017-03-17
8369130819,727756537624,179,17,2018-04-23,2020-08-25
3840762632,724054447732,298,1,2015-04-20,2023-09-21
9643671886,875186667742,89,1,2010-03-08,2017-02-13
9556406782,251065153013,114,20,2016-01-11,2021-07-14
5169107159,288255484064,315,26,2011-07-04,2013-06-02
9035341239,440128395506,131,28,2017-05-30,2022-04-29
7351000289,285879338364,262,7,2016-10-19,2028-04-23
1604440950,737007864534,179,14,2010-05-01,2011-01-07
2328909020,490358380404,235,7,2017-06-06,2023-11-19
4292133180,900238700495,221,21,2016-08-07,2017-07-18
9127909892,257312056082,204,3,2017-01-29,2023-08-23
3264299461,523071083145,188,19,2009-07-03,2015-07-27
4823069311,284118704755,258,1,2019-08-08,2024-06-21
1496155072,710328356194,363,25,2016-02-04,2026-12-31
4771324689,156354929440,103,14,2014-09-05,2020-08-26
7909242969,649320110702,160,13,2011-01-28,2019-12-02
9708449003,242453835351,282,7,2015-11-27,2023-04-18
6331549308,837229064766,130,5,2014-10-03,2019-05-18
8758901053,525844894967,324,11,2008-07-12,2011-05-07
4189964816,533791603055,334,17,2008-03-15,2016-11-16
9289653831,804174485769,297,17,2015-04-27,2018-07-27
9359672467,866422296918,337,26,2012-10-24,2018-11-30
1786590891,130817317318,334,1,2009-09-24,2016-08-22
6620496304,565646973236,273,28,2015-08-21,2021-06-05
2644812348,959178164132,359,2,2012-08-15,2021-07-30
5705974826,389269959435,139,9,2013-08-29,2015-01-22
2305560913,695160964200,365,29,2019-05-06,2031-02-12
2287107251,330166430166,168,7,2011-06-16,2013-04-09
8417729085,397477750317,24,19,2009-08-23,2020-12-30
2400147241,765979385829,308,23,2019-04-12,2025-10-12
8034878211,116607900366,307,24,2012-10-08,2016-02-12
5704604612,370136456594,195,4,2008-03-25,2013-08-08
2295497170,621383596611,290,17,2008-05-06,2019-11-18
1761439452,844912764552,345,28,2008-09-18,2014-03-25
7588646354,958579132882,279,19,2009-03-31,2012-03-03
5360654487,187171584881,313,4,2014-01-27,2024-12-29
7215948741,638889462483,227,20,2015-09-24,2025-04-22
8276926828,145289494160,251,23,2016-04-25,2023-11-14
9227374746,637138070587,60,28,2015-09-19,2024-01-12
6385265662,756164414713,210,30,2014-02-23,2014-08-28
6276467159,742105328031,337,7,2018-06-01,2027-03-03
8763474695,703050483640,352,29,2018-09-01,2025-12-23
9906959672,231057496056,343,22,2010-01-01,2010-06-07
7804392986,875836007495,210,0,2008-10-16,2009-11-18
3311693869,482544839826,332,17,2015-10-08,2025-02-09
5819555667,130285275344,193,1,2019-06-29,2022-07-03
6545000381,644247891490,292,19,2014-05-19,2021-12-04
6304300984,136769743106,264,18,2013-05-12,2017-05-27
9353682343,244158799046,190,25,2013-05-25,2014-03-21
1451418332,601351337424,224,24,2012-06-09,2020-10-27
6429751335,979124570249,86,21,2016-06-24,2018-07-17
1426677404,286534583807,53,16,2011-09-05,2014-11-16
1793997321,308735426477,17,21,2017-11-26,2019-08-07
6998106803,276020212210,270,23,2018-09-16,2021-04-23
4358663623,679248194379,38,11,2008-02-02,2017-04-01
7059376313,848799355689,356,8,2015-12-08,2016-01-17
7689012503,843824745342,109,17,2013-03-06,2013-06-12
4917590590,836065422440,38,28,2018-08-23,2027-04-27
3261869327,284537097450,89,24,2017-09-18,2028-05-12
5130552791,455952661213,319,28,2013-08-25,2025-01-02
9368378031,902367599550,138,17,2010-11-16,2014-12-16
9957987567,306445212324,358,25,2019-10-24,2020-04-20
2015707170,229707708957,268,17,2017-08-31,2025-12-03
2741979510,800123273519,102,5,2019-08-17,2028-03-14
4363467340,167896614243,262,27,2014-03-12,2014-12-21
5947916106,117064967648,49,20,2012-11-28,2023-04-15
5159898307,816375553612,357,23,2013-08-28,2022-12-12
8603384569,689389212760,145,12,2018-05-16,2029-06-15
2650041803,309974231381,355,23,2010-01-06,2018-11-03
2056469143,600099854947,166,19,2012-08-15,2017-07-27
7442234005,419397733012,214,29,2008-11-17,2014-10-04
1077885864,206628472612,218,28,2011-03-17,2018-04-06
8077012741,422476131373,353,11,2013-09-08,2017-01-26
9684322883,684157744693,198,2,2015-03-09,2023-08-25
3426290742,302068534931,293,0,2010-11-04,2011-10-14
7045972818,979842343151,108,3,2017-07-01,2019-09-08
4187509358,794901495787,298,23,2017-01-15,2019-05-19
8676224776,868109931423,244,10,2016-08-17,2025-09-10
8294171510,899964025278,284,16,2011-05-18,2012-10-20
6490137414,513908350828,300,16,2011-06-23,2013-08-17
6388099283,311522604837,203,30,2018-06-16,2022-10-17
7532638383,656334426994,340,3,2010-03-05,2017-04-06
6414930218,367523395327,109,15,2017-03-09,2024-04-19
9215119679,184169471492,317,10,2014-12-02,2026-08-07
6485679630,487141961404,35,25,2011-04-19,2015-03-06
8514607965,164316381251,279,28,2014-04-15,2014-08-05
6934022436,455855529633,143,30,2013-03-03,2017-05-01
6452172004,720538129581,276,0,2017-12-17,2021-03-19
8893328470,382118323256,90,20,2009-01-30,2019-11-23
5474160612,123816107511,361,1,2016-09-20,2023-06-23
3928703820,539355708677,301,28,2011-08-20,2014-03-14
1001652998,771457373352,192,27,2009-12-11,2021-09-10
5045368428,823833800059,161,29,2013-06-03,2024-06-25
3528420191,667791593959,11,5,2011-01-14,2021-11-15
5221601619,949511549453,147,15,2012-11-03,2020-07-10
6027526827,646818775106,148,15,2012-09-03,2013-07-29
6620404064,195456776246,174,12,2009-12-30,2016-12-11
6660843414,802975250327,38,6,2008-01-02,2017-12-03
5137485300,794804708345,351,9,2011-03-16,2020-07-26
3665927199,999255081194,295,8,2011-04-21,2019-01-13
7541894415,709261890716,116,30,2010-03-14,2017-10-20
8969764955,450494047955,181,19,2008-11-10,2020-03-08
8202903441,189959342788,334,2,2017-07-03,2018-06-10
1452505599,268135122717,301,15,2019-01-31,2026-07-12
2768133376,478692892316,132,10,2009-08-18,2020-10-21
4397577658,449627691925,18,27,2009-04-06,2010-04-17
5952872448,712082892275,148,8,2014-08-16,2020-11-22
7242485883,392694115737,333,9,2018-09-15,2020-07-03
9402075333,917944781267,124,22,2014-05-01,2018-01-12
5771200557,800651072221,136,8,2019-09-05,2025-12-04
5237474864,691633341332,283,6,2008-03-01,2014-02-25
6594803761,988673980636,231,4,2008-10-08,2016-03-28
5413970569,516806080735,251,13,2018-07-16,2022-04-02
3795780509,261434501371,118,1,2015-10-29,2024-12-15
7634118972,347091055966,90,2,2015-06-14,2025-03-19
8161912032,864798765174,285,1,2015-06-16,2020-08-18
2005958806,951577326283,106,5,2010-08-27,2019-07-16
7908648656,180710473126,169,22,2011-12-13,2013-02-05
6827933883,776773432699,70,17,2019-07-20,2020-03-24
2115069063,209791872567,299,14,2010-12-21,2021-11-07
6389227670,158365723107,192,21,2015-03-11,2015-11-02
2329311127,855805030797,93,23,2010-09-17,2015-09-03
4064540146,548603788720,50,18,2017-06-23,2027-12-18
4182167906,889219351545,157,23,2011-02-15,2013-04-27
5404292464,507791631060,14,16,2014-06-27,2021-11-21
2200004574,969466026440,82,19,2008-08-28,2013-06-09
2237548651,417877432704,220,3,2013-12-16,2020-01-12
8109808992,493675534339,249,16,2012-02-09,2015-07-26
4510227191,970176475175,334,14,2015-08-23,2026-09-10
1285742557,288399366378,16,0,2018-12-14,2019-06-24
5694564354,337655738410,70,28,2012-05-04,2012-09-10
9028893464,757194156698,324,27,2014-04-03,2022-09-05
4128999073,478367974947,163,28,2018-05-30,2023-04-28
5036086089,197679911759,98,21,2011-12-24,2012-01-10
4939618437,696009179380,65,21,2012-07-22,2023-09-02
5646735543,768875169399,179,1,2014-02-05,2016-09-30
1591883409,718908671612,223,19,2013-08-11,2022-01-25
1031594129,129842811013,54,22,2012-04-17,2014-09-06
1859636365,711236609773,264,18,2017-04-26,2026-12-20
9749450237,876504719695,200,13,2011-03-22,2016-07-23
8956028138,158383095822,136,0,2014-09-17,2015-09-21
6941841129,934643880885,130,17,2011-05-09,2012-05-29
9917110403,611832589852,342,7,2011-01-20,2016-01-07
8855800342,125864014857,116,16,2016-06-15,2020-09-13
4730016333,414163348448,213,16,2015-10-15,2020-06-12
6021614768,827611238039,314,4,2010-08-07,2021-05-12
8425524850,458237311889,24,0,2018-12-10,2028-11-28
7058099290,189246330123,219,12,2019-11-16,2030-08-04
5162553821,751114210274,29,13,2014-01-15,2021-06-11
3452650298,338506783611,291,9,2011-06-10,2013-08-14
7549725424,479161094040,6,12,2011-12-09,2018-09-13
2643197916,658484795292,215,1,2011-02-23,2021-07-06
1603813892,784635986053,113,30,2014-12-16,2024-08-31
6897212604,498123310678,36,15,2010-10-27,2019-06-19
2862237685,927408609732,202,30,2016-04-18,2019-08-20
2243495920,549567278398,24,14,2019-01-01,2025-10-25
7112408149,243940575789,229,18,2015-04-13,2017-04-12
6172234000,820671196815,324,25,2018-10-30,2021-07-03
5125450372,889630391499,153,16,2008-07-18,2014-11-30
9593385568,708712479819,110,10,2008-05-15,2017-09-08
5954570453,779438941786,104,5,2011-01-23,2015-06-23
1199575522,558400721995,25,13,2016-03-05,2026-10-28
5161199670,538445148240,212,28,2013-12-11,2021-10-10
3660727779,377099055812,331,21,2017-02-19,2022-08-16
7318470142,351273040094,92,22,2009-05-02,2010-06-04
5275695041,234657328416,19,17,2018-10-21,2030-08-08
6760514335,538111336166,158,30,2016-02-07,2024-09-10
4570142044,729924178365,56,18,2008-12-10,2009-10-30
9785256686,815438129692,95,8,2009-07-22,2019-10-07
9669833820,216362086830,90,24,2018-02-24,2024-11-21
3458571265,913704157622,86,18,2011-04-16,2018-07-12
1222359048,673394770211,57,8,2012-01-06,2018-06-20
9444755234,939299245520,291,19,2017-02-21,2027-02-14
9398516534,725314597507,317,18,2010-09-14,2014-03-04
4085919633,555359318162,305,26,2014-01-09,2020-04-13
1529940189,589661735955,339,2,2016-01-02,2024-05-24
4809509775,605817932734,19,9,2013-06-22,2016-02-05
8715439639,791077109865,279,23,2010-11-09,2019-06-23
2369429692,852579107911,307,4,2010-08-02,2020-07-30
2694542288,570030862283,168,0,2011-10-04,2018-07-19
5028964809,571872137741,25,28,2013-07-18,2017-11-14
9005293141,572915963148,356,6,2017-09-23,2022-02-24
5656209783,263504599320,41,24,2012-01-29,2020-08-01
4987673237,532691157251,337,8,2012-06-05,2014-02-06
8140393069,620619033864,201,5,2016-05-27,2017-01-26
8997025669,245108728395,117,0,2008-11-15,2009-03-14
1063198879,914320568563,355,7,2019-12-17,2029-12-07
6253798316,786421477626,116,16,2010-06-11,2011-07-16
4071947400,623585767039,178,26,2010-12-06,2011-04-13
7397772609,589985765414,188,18,2010-03-01,2016-05-10
7543906057,570401786560,355,28,2008-05-30,2016-04-06
4448172456,490099107602,110,25,2013-04-07,2023-01-13
7590778139,632061730481,25,27,2015-02-21,2021-05-03
7979255864,443534136185,68,10,2012-03-27,2021-05-31
5986747038,168796564924,104,10,2012-09-12,2019-03-08
8720867804,882825415174,200,24,2019-09-02,2021-01-12
9184627092,307154384165,64,7,2014-06-24,2024-03-28
9258639673,360525047768,130,18,2019-04-07,2028-07-05
4384018063,565067822469,341,26,2008-07-16,2010-11-15
3690621076,718499736463,78,19,2010-12-18,2013-04-30
6680092171,651208576789,56,9,2008-07-14,2020-04-19
4087395060,214726082166,308,0,2011-05-15,2021-12-07
3775574322,680021532337,114,26,2018-07-06,2027-11-05
3538633296,363332122955,38,19,2009-03-28,2019-07-27
1788484646,118705904606,219,6,2011-11-14,2014-02-26
7783849419,976054744808,167,23,2009-01-13,2019-09-23
6836277733,624098373904,282,16,2011-07-18,2022-08-03
8730050071,531247953515,275,22,2009-04-13,2020-05-16
9330660326,404758408270,212,21,2013-11-11,2014-06-21
2099264564,671681357486,162,22,2010-01-21,2018-03-22
9902175186,419390840802,174,2,2015-06-06,2020-03-16
4739627514,371325117007,315,15,2019-12-07,2030-01-13
1506766320,946309567214,197,0,2014-06-19,2018-02-16
6144437222,893342523557,133,8,2018-05-10,2029-12-30
9620405601,399375250987,149,15,2018-12-14,2019-09-16
2617325966,598634412023,11,14,2012-11-26,2022-05-28
4128399493,535009348907,150,2,2014-08-22,2026-02-16
3003464283,297438893601,38,2,2011-09-24,2016-09-10
9198056635,270588009903,137,29,2014-04-28,2014-05-27
3736468190,973608812401,147,26,2014-10-07,2025-10-24
6051251790,745710257435,260,16,2018-12-19,2021-02-10
6944168022,454766218456,339,28,2008-09-23,2009-09-11
5293483113,162936326696,13,1,2017-02-03,2027-06-04
9504231687,620557943986,87,10,2015-07-31,2017-02-05
8310932249,726692583832,363,5,2013-11-17,2017-09-03
2217906872,337880300959,183,7,2014-10-19,2019-11-26
3362479746,618501235493,240,1,2015-08-01,2020-08-16
2123810074,445446363521,360,9,2014-12-18,2020-05-15
6142732709,922846703463,312,25,2016-07-16,2025-12-06
9692949037,857239332121,262,15,2019-03-19,2021-04-24
4039037158,826538167336,156,13,2014-08-28,2020-06-08
6305682811,498732698341,354,9,2014-12-11,2020-02-03
9377128026,437404138638,119,13,2016-08-12,2018-08-02
3879890390,131149612711,103,20,2010-11-30,2020-06-06
5441199257,633124031466,63,26,2012-06-19,2019-09-06
1272284156,840730622441,166,25,2016-12-14,2027-08-02
2717837530,198268263378,146,0,2015-11-20,2020-10-03
3208856440,304876487386,253,25,2014-06-29,2016-07-23
5033961265,654533530585,56,1,2009-07-16,2018-07-20
7270164519,792750993269,285,19,2010-10-25,2016-02-09
9673381441,631652133107,9,13,2014-03-19,2020-01-31
7853484433,406981046640,21,13,2014-04-16,2020-08-21
9302688326,624407226257,218,30,2010-07-19,2010-12-16
3196111713,609421271785,10,16,2019-12-09,2021-02-21
4403026789,850769413226,312,16,2012-10-18,2018-12-21
9163923091,954561886552,323,19,2013-11-02,2017-11-05
6528653336,520168968025,121,11,2012-05-09,2022-12-10
5140306794,143610999684,99,18,2013-05-27,2024-01-26
5792279521,698899463306,91,26,2019-04-02,2023-06-17
6613359097,572911825240,241,15,2016-02-13,2027-02-26
7387229256,426646447066,129,18,2013-11-22,2018-06-21
4382206392,143701359585,155,27,2015-11-23,2021-01-10
6411556245,926221607451,176,23,2009-10-01,2013-12-11
9362746944,574925786796,318,18,2017-01-22,2018-06-13
7660791392,870954908023,207,0,2013-09-17,2017-10-30
9068446249,976560079139,81,5,2009-01-18,2012-10-17
4859505610,461016869233,284,5,2011-10-03,2015-01-12
5784921208,810739066579,314,21,2013-08-31,2020-05-01
5715951861,814884411635,322,5,2015-11-01,2022-03-17
3961176063,566986018326,206,2,2010-02-17,2011-05-30
3903265878,352448439101,294,13,2008-02-28,2018-11-29
2472492137,254467121841,62,3,2011-02-02,2012-06-28
9536550502,909684785047,98,1,2016-09-09,2018-02-24
3979136369,203920100583,361,1,2019-05-20,2027-10-26
7716671216,955503004572,170,5,2016-12-02,2020-04-09
5964556237,838554484053,198,26,2012-09-14,2013-12-20
2655334035,219866613548,164,20,2010-03-03,2016-07-03
9172110318,623545189596,84,28,2018-10-25,2024-10-29
6330610638,825645606696,218,20,2009-12-09,2020-07-28
9988634937,633573646384,26,7,2011-09-07,2020-03-25
3203353401,186887641051,178,12,2011-05-13,2013-04-07
6444683827,196871546338,109,18,2009-04-03,2021-02-09
1935537815,753598825774,104,6,2015-02-26,2025-06-24
4412035974,526691669979,174,6,2010-01-10,2017-04-09
1636033443,134346968004,256,8,2019-07-03,2020-09-07
9435473485,794836423742,287,5,2011-07-18,2014-03-10
7259922226,680576046914,125,16,2009-11-11,2017-06-13
8369988388,117394481380,356,24,2015-02-26,2025-03-30
2655134223,995251949037,122,12,2017-07-29,2029-03-03
4459999602,253210604821,21,25,2019-03-30,2023-05-20
8478656824,574821291559,143,7,2016-02-26,2019-11-21
4993576680,399176092315,89,11,2014-06-07,2017-04-17
4377977723,136133828174,154,6,2012-08-22,2023-07-21
7451915906,330658541135,154,29,2008-07-18,2020-06-05
2257652725,807782941366,251,2,2008-02-16,2013-07-14
9514526527,297015451210,42,19,2019-12-23,2025-02-10
9775042514,911972779950,323,0,2014-09-06,2023-06-26
3213648490,906106060559,235,21,2015-04-25,2023-06-28
7708754087,316313955590,288,7,2019-07-14,2027-12-29
3532485369,971215962954,353,29,2015-10-31,2026-08-07
3005001513,218112729275,261,22,2011-09-14,2020-09-02
8777145018,435042116802,102,24,2015-09-08,2017-12-20
6452379700,377119534824,239,23,2018-09-28,2026-04-03
5333372683,496259470050,31,6,2013-12-26,2020-09-17
1089507555,839381095688,159,8,2010-11-02,2014-03-24
5054344304,336373969017,340,15,2019-06-24,2023-01-14
5205406156,243212293096,35,13,2014-04-03,2019-07-27
7995274200,659068567880,112,20,2009-09-21,2010-03-21
1662983998,116981869144,135,14,2008-03-08,2018-07-20
3860230730,426551800046,348,11,2013-06-08,2019-03-04
3945145748,872852429191,351,8,2008-07-19,2010-01-04
9985997752,340725890745,97,7,2019-01-09,2022-06-15
7484738354,608909407802,267,1,2016-05-06,2024-03-17
5408329899,822045514617,330,0,2017-05-07,2018-10-30
8909972474,396953920694,225,18,2010-01-03,2012-11-02
4265490077,457412470566,197,12,2010-03-15,2020-11-07
7348804922,289561301014,330,15,2019-09-15,2022-08-09
4213491160,344196626143,238,3,2016-11-16,2022-08-30
3854369560,539345581171,85,11,2016-11-03,2017-04-09
9652751334,160426312316,203,29,2015-03-11,2017-02-14
3578135558,249628224898,16,16,2010-04-18,2018-10-20
8051237744,285647211960,98,29,2014-08-13,2018-01-30
8756517319,393878026098,252,23,2016-04-02,2017-10-09
6639934771,991406597997,199,12,2018-04-09,2026-05-30
5915807604,439770917971,141,27,2013-11-08,2022-09-16
8542182343,838853251815,295,12,2010-09-12,2021-08-04
2598638132,783382662780,218,22,2017-12-01,2026-08-13
4641409185,142062810610,135,13,2008-03-31,2010-03-05
4735480615,942400221604,84,5,2009-11-26,2010-05-09
5441500717,426448034863,43,1,2008-02-23,2010-03-04
9948522714,525302970474,176,19,2012-05-30,2024-05-05
5578933938,422518126329,17,10,2010-04-19,2013-02-10
5976183119,493112274568,259,6,2009-11-13,2010-08-14
6503595216,489296064276,47,9,2019-03-06,2029-11-06
7611454953,191726241711,100,18,2018-11-15,2020-11-09
5384245004,179956844953,311,25,2019-03-02,2022-04-03
3817852850,123113500916,202,13,2016-03-19,2020-12-09
9750228773,381053160412,297,26,2013-05-28,2019-06-27
6242580290,518767157164,246,16,2010-02-23,2015-03-29
5628891417,615411116100,239,8,2016-12-01,2018-07-08
5874926451,791996553501,31,3,2012-08-24,2014-08-08
9567830200,937900804999,172,3,2018-07-07,2020-03-02
6281578488,284850187810,190,8,2014-10-14,2019-04-28
9356567898,418123946500,200,4,2019-01-24,2030-08-17
3572987484,313304700565,92,7,2012-08-02,2018-04-16
3360580155,917194529411,122,29,2012-12-10,2013-10-02
4596671931,532461348163,159,22,2018-01-28,2023-07-24
8326351342,672387805259,115,24,2019-06-23,2019-11-06
8992120560,405238462991,340,14,2015-08-29,2021-02-01
1326277501,763105867348,17,20,2012-12-02,2018-01-14
5977424985,951170792697,266,20,2016-04-21,2016-07-21
1384024707,635228823992,180,24,2012-09-25,2015-11-26
